source,url,price_text,rooms_text,sqm_text,district,listed_at_text
flatfy,https://flatfy.ua/redirect/4689027471,$ 406,"3 кімнати, 70 / 60 / 10 м², поверх 9 з 10, з ремонтом, утеплена панель, 1997, сьогодні о 16:47, Створено сьогодні о 16:47",70 м²,Осокорки,
flatfy,https://flatfy.ua/redirect/4688463131,$ 293,"1 кімната, 30 / 20 / 10 м², поверх 4 з 11, з ремонтом, блочні, 2022, сьогодні о 19:01, Створено сьогодні о 13:42",30 м²,Харківський,
flatfy,https://flatfy.ua/redirect/4631671135,$ 563,"2 кімнати, 72 / 39 / 15 м², поверх 3 з 17, з ремонтом, монолітно-каркасний, 2013, сьогодні о 19:27, Створено сьогодні о 15:21",72 м²,Святошино,
flatfy,https://flatfy.ua/redirect/4688089475,$ 496,"1 кімната, 50 / 17 / 20 м², поверх 2 з 25, з ремонтом, цегляний будинок, 2020, сьогодні о 11:25, Створено сьогодні о 11:25",50 м²,Лівобережний масив,
flatfy,https://flatfy.ua/redirect/4689718252,$ 800,"2 кімнати, 47 / 22 / 20 м², поверх 5 з 25, з ремонтом, монолітно-каркасний, 2023, сьогодні о 20:20, Створено сьогодні о 20:20",47 м²,Дарницький,
flatfy,https://flatfy.ua/redirect/4687901794,$ 338,"1 кімната, 45 / 33 / 12 м², поверх 3 з 28, з ремонтом, монолітно-каркасний, 2012, сьогодні о 13:01, Створено сьогодні о 13:01",45 м²,Стара Дарниця,
flatfy,https://flatfy.ua/redirect/4687927123,$ 226,"1 кімната, 20 / 12 / 4 м², поверх 8 з 9, з ремонтом, панельні, 1972, сьогодні о 10:41, Створено сьогодні о 10:35",20 м²,Північно-Броварський,
flatfy,https://flatfy.ua/redirect/4655099130,$ 451,"1 кімната, 36 / 20 / 7 м², поверх 13 з 22, з ремонтом, цегляний будинок, 2021, сьогодні о 21:18, Створено сьогодні о 21:18",36 м²,Солом’янський,
flatfy,https://flatfy.ua/redirect/4689622754,$ 450,"1 кімната, 45 / 15 / 18 м², поверх 3 з 21, з ремонтом, блочні, 2023, сьогодні о 19:47, Створено сьогодні о 19:47",45 м²,Харківський,
flatfy,https://flatfy.ua/redirect/4688935238,$ 788,"2 кімнати, 60 / 30 / 15 м², поверх 15 з 30, з ремонтом, монолітно-каркасний, 2020, сьогодні о 16:15, Створено сьогодні о 16:15",60 м²,Лівобережний масив,
flatfy,https://flatfy.ua/redirect/4688075293,$ 473,"1 кімната, 38 / 20 / 12 м², поверх 10 з 14, з ремонтом, панельні, 2018, сьогодні о 11:16, Створено сьогодні о 11:16",38 м²,Голосіїв,
flatfy,https://flatfy.ua/redirect/4689118520,$ 226,"2 кімнати, 45 / 27 / 7 м², поверх 3 з 5, з ремонтом, панельні, 1963, сьогодні о 17:05, Створено сьогодні о 17:05",45 м²,Соцмісто,
flatfy,https://flatfy.ua/redirect/4688998006,$ 383,"1 кімната, 30 / 16.6 / 4 м², поверх 5 з 16, з ремонтом, монолітно-каркасний, 2018, сьогодні о 16:37, Створено сьогодні о 16:37",30 м²,Дніпровський,
flatfy,https://flatfy.ua/redirect/4688561964,$ 518,"2 кімнати, 51 / 40 / 8 м², поверх 4 з 5, з ремонтом, цегляний будинок, 1957, сьогодні о 15:45, Створено сьогодні о 14:09",51 м²,Печерськ,
flatfy,https://flatfy.ua/redirect/4687677524,$ 900,"1 кімната, 55 / 20 / 25 м², поверх 6 з 25, з ремонтом, монолітно-каркасний, 2019, сьогодні о 09:16, Створено сьогодні о 09:14",55 м²,Нова забудова,
flatfy,https://flatfy.ua/redirect/4688992529,$ 347,"1 кімната, 40 / 20 / 16 м², поверх 9 з 26, з ремонтом, монолітно-каркасний, 2019, сьогодні о 16:36, Створено сьогодні о 16:34",40 м²,Лівобережний масив,
flatfy,https://flatfy.ua/redirect/4688945653,$ 597,"1 кімната, 45 / 17 / 16 м², поверх 9 з 26, з ремонтом, блочні, 2022, сьогодні о 16:25, Створено сьогодні о 16:18",45 м²,Подільський,
flatfy,https://flatfy.ua/redirect/4688117666,$ 271,"1 кімната, 36 / 18 / 8 м², поверх 6 з 9, з ремонтом, утеплена панель, 1979, сьогодні о 11:38, Створено сьогодні о 11:38",36 м²,Оболонь,
flatfy,https://flatfy.ua/redirect/4688108197,$ 406,"3 кімнати, 65 / 42 / 10 м², поверх 1 з 16, з ремонтом, цегляний будинок, 1983, сьогодні о 11:35, Створено сьогодні о 11:35",65 м²,Чоколівка,
flatfy,https://flatfy.ua/redirect/4688520770,$ 428,"1 кімната, 38.4 / 16.7 / 9.3 м², поверх 22 з 25, з ремонтом, монолітно-каркасний, 2012, сьогодні о 14:00, Створено сьогодні о 14:00",38.4 м²,Лівобережний масив,
flatfy,https://flatfy.ua/redirect/4689716839,$ 788,"2 кімнати, 69 / 35 / 15 м², поверх 12 з 14, з ремонтом, цегляний будинок, 1978, сьогодні о 20:16, Створено сьогодні о 20:16",69 м²,Печерськ,
flatfy,https://flatfy.ua/redirect/4689988734,$ 1 000,"3 кімнати, 100 / 55 / 25 м², поверх 1 з 24, з ремонтом, монолітно-каркасний, 2016, сьогодні о 21:50, Створено сьогодні о 21:50",100 м²,Теремки-1,
