source,url,price_local,currency,price_usd,bedrooms,sqm,price_per_sqm_usd,district,rooms_text_raw,sqm_text_raw,price_text_raw
flatfy,https://flatfy.ua/redirect/4684960806,721,USD,721.00,1,70,10.30,Відрадний,"2 кімнати, 70 / - / 14 м², поверх 15 з 16, з ремонтом, монолітно-каркасний, 2019, вчора о 18:08, Створено вчора о 18:08",70 м²,$ 721
flatfy,https://flatfy.ua/redirect/4683335727,428,USD,428.00,1,57,7.51,Лук'янівка,"2 кімнати, 57 / - / 8 м², поверх 16 з 16, з ремонтом, панельні, 1981, вчора о 09:07, Створено вчора о 09:07",57 м²,$ 428
flatfy,https://flatfy.ua/redirect/4103729817,361,USD,361.00,0,40,9.03,Харківський,"1 кімната, 40 / - / 40 м², поверх 9 з 25, з ремонтом, цегляний будинок, 2020, вчора о 19:07, Створено вчора о 19:07",40 м²,$ 361
flatfy,https://flatfy.ua/redirect/4684575956,631,USD,631.00,0,44,14.34,Чоколівка,"1 кімната, 44 / - / 20 м², поверх 15 з 26, з ремонтом, вчора о 16:03, Створено вчора о 16:03",44 м²,$ 631
flatfy,https://flatfy.ua/redirect/4684294615,496,USD,496.00,1,50,9.92,Чорна Гора,"2 кімнати, 50 / - / 9 м², поверх 2 з 9, з ремонтом, цегляний будинок, 1981, вчора о 14:39, Створено вчора о 14:39",50 м²,$ 496
flatfy,https://flatfy.ua/redirect/4684716114,788,USD,788.00,1,45,17.51,Голосіїв,"2 кімнати, 45 / - / 20 м², поверх 7 з 24, з ремонтом, вчора о 16:51, Створено вчора о 16:51",45 м²,$ 788
flatfy,https://flatfy.ua/redirect/4685899928,361,USD,361.00,1,74,4.88,Осокорки,"2 кімнати, 74 / - / 13 м², поверх 9 з 17, з ремонтом, цегляний будинок, 2004, вчора о 23:15, Створено вчора о 23:15",74 м²,$ 361
flatfy,https://flatfy.ua/redirect/4684045334,406,USD,406.00,0,52,7.81,Позняки,"1 кімната, 52 / - / 10 м², поверх 10 з 26, з ремонтом, вчора о 13:07, Створено вчора о 13:07",52 м²,$ 406
flatfy,https://flatfy.ua/redirect/4683335735,563,USD,563.00,1,50,11.26,Сирець,"2 кімнати, 50 / - / 9 м², поверх 4 з 5, з ремонтом, цегляний будинок, 1960, вчора о 09:07, Створено вчора о 09:07",50 м²,$ 563
flatfy,https://flatfy.ua/redirect/4685077879,237,USD,237.00,0,34,6.97,,"1 кімната, 34 / - / 7 м², поверх 15 з 16, з ремонтом, цегляний будинок, вчора о 18:57, Створено вчора о 18:57",34 м²,$ 237
flatfy,https://flatfy.ua/redirect/2735588945,271,USD,271.00,0,21,12.90,,"1 кімната, 21 / - / 5 м², поверх 9 з 26, з ремонтом, панельні, вчора о 16:36, Створено вчора о 16:36",21 м²,$ 271
flatfy,https://flatfy.ua/redirect/4685706269,361,USD,361.00,1,60,6.02,Оболонь,"2 кімнати, 60 / - / 7.5 м², поверх 7 з 9, з ремонтом, цегляний будинок, 1974, вчора о 22:24, Створено вчора о 10:08",60 м²,$ 361
flatfy,https://flatfy.ua/redirect/4684264636,527,USD,527.00,0,47.5,11.09,Лівобережний масив,"1 кімната, 47.5 / - / 15 м², поверх 13 з 25, з ремонтом, монолітно-каркасний, 2019, вчора о 14:27, Створено вчора о 14:27",47.5 м²,$ 527
flatfy,https://flatfy.ua/redirect/4684449608,271,USD,271.00,0,18,15.06,Багринова гора,"1 кімната, 18 / - / 8 м², поверх 8 з 14, з ремонтом, цегляний будинок, вчора о 15:24, Створено вчора о 16:46",18 м²,$ 271
flatfy,https://flatfy.ua/redirect/4684627132,327,USD,327.00,1,78,4.19,Позняки,"2 кімнати, 78 / - / 18 м², поверх 20 з 28, з ремонтом, цегляний будинок, 2003, вчора о 16:20, Створено вчора о 16:20",78 м²,$ 327
flatfy,https://flatfy.ua/redirect/4683740299,338,USD,338.00,0,33,10.24,Голосіївський,"1 кімната, 33 / - / 7.5 м², поверх 2 з 2, з ремонтом, цегляний будинок, 1960, вчора о 11:36, Створено вчора о 11:36",33 м²,$ 338
flatfy,https://flatfy.ua/redirect/4683498900,811,USD,811.00,0,46,17.63,Черепанова гора,"1 кімната, 46 / - / 10 м², поверх 1 з 5, з ремонтом, цегляний будинок, 1959, вчора о 10:15, Створено вчора о 10:15",46 м²,$ 811
flatfy,https://flatfy.ua/redirect/4683765831,608,USD,608.00,0,42,14.48,Виноградар,"1 кімната, 42 / - / 16 м², поверх 6 з 25, з ремонтом, вчора о 11:43, Створено вчора о 11:43",42 м²,$ 608
flatfy,https://flatfy.ua/redirect/4684045320,271,USD,271.00,1,48,5.65,Шулявка,"2 кімнати, 48 / - / 8 м², поверх 4 з 9, з ремонтом, панельні, 1966, вчора о 13:07, Створено вчора о 13:07",48 м²,$ 271
flatfy,https://flatfy.ua/redirect/4684103038,451,USD,451.00,0,43,10.49,Нижній Печерськ,"1 кімната, 43 / - / 9 м², поверх 3 з 5, з ремонтом, цегляний будинок, 1959, вчора о 13:31, Створено вчора о 13:31",43 м²,$ 451
flatfy,https://flatfy.ua/redirect/4684399215,856,USD,856.00,2,100,8.56,Нивки,"3 кімнати, 100 / - / 20 м², поверх 1 з 7, з ремонтом, вчора о 15:07, Створено вчора о 15:07",100 м²,$ 856
flatfy,https://flatfy.ua/redirect/4684129478,338,USD,338.00,0,35,9.66,Березняки,"1 кімната, 35 / - / 7 м², поверх 9 з 16, з ремонтом, цегляний будинок, 1982, вчора о 13:43, Створено вчора о 13:43",35 м²,$ 338
flatfy,https://flatfy.ua/redirect/3971008111,451,USD,451.00,0,30,15.03,Голосіївський,"1 кімната, 30 / - / 8 м², поверх 4 з 25, з ремонтом, вчора о 18:48, Створено вчора о 18:48",30 м²,$ 451
flatfy,https://flatfy.ua/redirect/4670675190,496,USD,496.00,1,50,9.92,Олександрівська Слобідка,"2 кімнати, 50 / - / 10 м², поверх 13 з 21, з ремонтом, 27 травня, Створено вчора о 09:59",50 м²,$ 496
flatfy,https://flatfy.ua/redirect/4683171550,158,USD,158.00,0,30,5.27,Святошинський,"1 кімната, 30 / - / 7 м², поверх 7 з 9, з ремонтом, цегляний будинок, вчора о 08:12, Створено вчора о 08:12",30 м²,$ 158
flatfy,https://flatfy.ua/redirect/4685077884,248,USD,248.00,1,45,5.51,Голосіївський,"2 кімнати, 45 / - / 7 м², поверх 5 з 5, з ремонтом, панельні, вчора о 18:57, Створено вчора о 18:57",45 м²,$ 248
flatfy,https://flatfy.ua/redirect/4685654666,361,USD,361.00,0,52,6.94,Жуляни,"1 кімната, 52 / - / 12 м², поверх 3 з 3, з ремонтом, вчора о 22:03, Створено вчора о 22:03",52 м²,$ 361
flatfy,https://flatfy.ua/redirect/4139620241,248,USD,248.00,0,33,7.52,Чорна Гора,"1 кімната, 33 / - / 5 м², поверх 2 з 5, з ремонтом, цегляний будинок, 1961, вчора о 11:59, Створено вчора о 11:59",33 м²,$ 248
flatfy,https://flatfy.ua/redirect/4685797643,169,USD,169.00,0,32,5.28,Борщагівка,"1 кімната, 32 / - / 7 м², поверх 3 з 9, з ремонтом, панельні, 1971, вчора о 22:56, Створено вчора о 22:56",32 м²,$ 169
flatfy,https://flatfy.ua/redirect/4683591715,495,USD,495.00,1,68,7.28,Відрадний,"2 кімнати, 68 / - / 25 м², поверх 10 з 24, з ремонтом, монолітно-каркасний, 2010, вчора о 10:48, Створено вчора о 10:48",68 м²,$ 495
flatfy,https://flatfy.ua/redirect/4684129476,293,USD,293.00,0,42,6.98,Вишгородський масив,"1 кімната, 42 / - / 9 м², поверх 3 з 17, з ремонтом, утеплена панель, 2011, вчора о 13:43, Створено вчора о 13:43",42 м²,$ 293
flatfy,https://flatfy.ua/redirect/4685562683,361,USD,361.00,0,38,9.50,Подільський,"1 кімната, 38 / - / 11.1 м², поверх 7 з 25, з ремонтом, цегляний будинок, вчора о 21:39, Створено вчора о 21:39",38 м²,$ 361
flatfy,https://flatfy.ua/redirect/4684980717,316,USD,316.00,0,22,14.36,Солом’янський,"1 кімната, 22 / - / 5 м², поверх 1 з 9, з ремонтом, цегляний будинок, вчора о 18:24, Створено вчора о 18:24",22 м²,$ 316
flatfy,https://flatfy.ua/redirect/4043835613,271,USD,271.00,1,53,5.11,Новобіличі,"2 кімнати, 53 / - / 8 м², поверх 11 з 12, з ремонтом, панельні, 1977, вчора о 11:07, Створено вчора о 11:07",53 м²,$ 271
flatfy,https://flatfy.ua/redirect/4683512416,361,USD,361.00,0,42,8.60,Вітряні Гори,"1 кімната, 42 / - / 8 м², поверх 9 з 12, з ремонтом, монолітно-каркасний, 2015, вчора о 10:23, Створено вчора о 10:23",42 м²,$ 361
flatfy,https://flatfy.ua/redirect/4481521979,226,USD,226.00,0,37,6.11,Харківський,"1 кімната, 37 / - / 8 м², поверх 8 з 10, з ремонтом, цегляний будинок, 1988, 18 травня, Створено вчора о 13:29",37 м²,$ 226
flatfy,https://flatfy.ua/redirect/4684674044,563,USD,563.00,2,110,5.12,Троєщина,"3 кімнати, 110 / - / 12 м², поверх 16 з 23, з ремонтом, монолітно-каркасний, 2010, вчора о 16:36, Створено вчора о 16:36",110 м²,$ 563
flatfy,https://flatfy.ua/redirect/4685723319,597,USD,597.00,0,52,11.48,Солдатська слобідка,"1 кімната, 52 / - / 15 м², поверх 17 з 24, з ремонтом, монолітно-каркасний, 2014, вчора о 22:31, Створено вчора о 22:31",52 м²,$ 597
flatfy,https://flatfy.ua/redirect/4683935605,304,USD,304.00,0,40,7.60,Соцмісто,"1 кімната, 40 / - / 13 м², поверх 7 з 10, з ремонтом, вчора о 12:32, Створено вчора о 12:06",40 м²,$ 304
flatfy,https://flatfy.ua/redirect/4668228498,518,USD,518.00,0,41,12.63,Теремки-1,"1 кімната, 41 / - / 15 м², 14 поверх, з ремонтом, 26 травня, Створено вчора о 13:03",41 м²,$ 518
flatfy,https://flatfy.ua/redirect/4685306627,293,USD,293.00,0,42,6.98,Біличі,"1 кімната, 42 / - / 10 м², поверх 2 з 9, з ремонтом, цегляний будинок, 1993, вчора о 20:03, Створено вчора о 20:03",42 м²,$ 293
flatfy,https://flatfy.ua/redirect/4369758040,316,USD,316.00,2,68,4.65,Борщагівка,"3 кімнати, 68 / - / 8 м², поверх 5 з 9, з ремонтом, панельні, 1970, вчора о 22:16, Створено вчора о 22:16",68 м²,$ 316
flatfy,https://flatfy.ua/redirect/4683814488,271,USD,271.00,0,27,10.04,Караваєві Дачі,"1 кімната, 27 / - / 7 м², поверх 1 з 5, з ремонтом, цегляний будинок, 1961, вчора о 11:59, Створено вчора о 11:59",27 м²,$ 271
flatfy,https://flatfy.ua/redirect/4685548503,237,USD,237.00,0,30,7.90,Сирець,"1 кімната, 30 / - / 5 м², поверх 5 з 5, з ремонтом, цегляний будинок, 1961, вчора о 21:32, Створено вчора о 19:28",30 м²,$ 237
flatfy,https://flatfy.ua/redirect/4661981264,867,USD,867.00,2,154,5.63,Святошино,"3 кімнати, 154 / - / 27 м², поверх 17 з 26, з ремонтом, монолітно-каркасний, 2010, сьогодні о 12:31, Створено вчора о 19:34",154 м²,$ 867
flatfy,https://flatfy.ua/redirect/4683484717,361,USD,361.00,0,40,9.03,Сирець,"1 кімната, 40 / - / 11 м², поверх 13 з 16, з ремонтом, монолітно-каркасний, 2020, вчора о 10:08, Створено вчора о 10:08",40 м²,$ 361
flatfy,https://flatfy.ua/redirect/3883217904,293,USD,293.00,1,51,5.75,Борщагівка,"2 кімнати, 51 / - / 7 м², поверх 4 з 9, з ремонтом, панельні, 1987, сьогодні о 00:36, Створено сьогодні о 00:36",51 м²,$ 293
flatfy,https://flatfy.ua/redirect/4683740325,316,USD,316.00,0,38,8.32,Нивки,"1 кімната, 38 / - / 7 м², поверх 4 з 9, з ремонтом, панельні, 1971, вчора о 11:36, Створено вчора о 11:36",38 м²,$ 316
flatfy,https://flatfy.ua/redirect/4684517565,338,USD,338.00,1,58,5.83,Троєщина,"2 кімнати, 58 / - / 8 м², поверх 14 з 16, з ремонтом, утеплена панель, 1985, вчора о 15:48, Створено вчора о 15:48",58 м²,$ 338
flatfy,https://flatfy.ua/redirect/4683790160,631,USD,631.00,1,60,10.52,Жуляни,"2 кімнати, 60 / - / 17 м², поверх 4 з 7, з ремонтом, вчора о 11:51, Створено вчора о 11:51",60 м²,$ 631
flatfy,https://flatfy.ua/redirect/4683591690,226,USD,226.00,0,45,5.02,Троєщина,"1 кімната, 45 / - / 11 м², поверх 4 з 25, з ремонтом, вчора о 10:48, Створено вчора о 10:36",45 м²,$ 226
flatfy,https://flatfy.ua/redirect/4684347285,293,USD,293.00,0,52,5.63,Троєщина,"1 кімната, 52 / - / 15 м², поверх 15 з 25, з ремонтом, утеплена панель, 2013, вчора о 15:00, Створено вчора о 15:00",52 м²,$ 293
flatfy,https://flatfy.ua/redirect/4686385912,316,USD,316.00,0,35,9.03,Оболонь,"1 кімната, 35 / - / 8 м², поверх 2 з 9, з ремонтом, утеплена панель, 1977, сьогодні о 02:19, Створено сьогодні о 02:19",35 м²,$ 316
flatfy,https://flatfy.ua/redirect/4424632815,136,USD,136.00,0,25,5.44,Академмістечко,"1 кімната, 25 / - / 3 м², поверх 1 з 5, з ремонтом, вчора о 12:16, Створено вчора о 12:16",25 м²,$ 136
flatfy,https://flatfy.ua/redirect/4686028565,3200,USD,3200.00,2,100,32.00,Чорна Гора,"3 кімнати, 100 / - / 20 м², поверх 6 з 10, з ремонтом, цегляний будинок, 2020, сьогодні о 00:12, Створено сьогодні о 00:12",100 м²,$ 3 200
flatfy,https://flatfy.ua/redirect/4684264628,248,USD,248.00,0,36,6.89,Татарка,"1 кімната, 36 / - / 6 м², поверх 7 з 9, з ремонтом, цегляний будинок, 1984, вчора о 14:27, Створено вчора о 14:27",36 м²,$ 248
flatfy,https://flatfy.ua/redirect/4683401092,226,USD,226.00,0,38,5.95,Бортничі,"1 кімната, 38 / - / 9 м², поверх 10 з 24, з ремонтом, вчора о 09:39, Створено вчора о 09:39",38 м²,$ 226
flatfy,https://flatfy.ua/redirect/4685923760,496,USD,496.00,0,45,11.02,Лук'янівка,"1 кімната, 45 / - / 18 м², поверх 10 з 11, з ремонтом, цегляний будинок, 2019, вчора о 23:24, Створено вчора о 23:24",45 м²,$ 496
flatfy,https://flatfy.ua/redirect/4685797649,451,USD,451.00,0,44,10.25,Голосіїв,"1 кімната, 44 / - / 12 м², поверх 5 з 5, з ремонтом, цегляний будинок, 1960, вчора о 22:56, Створено вчора о 22:56",44 м²,$ 451
flatfy,https://flatfy.ua/redirect/4683814503,338,USD,338.00,1,45,7.51,Мінський,"2 кімнати, 45 / - / 8 м², поверх 2 з 9, з ремонтом, панельні, 1971, вчора о 11:59, Створено вчора о 11:59",45 м²,$ 338
flatfy,https://flatfy.ua/redirect/4366977617,383,USD,383.00,0,54,7.09,Харківський,"1 кімната, 54 / - / 11 м², поверх 6 з 18, з ремонтом, монолітно-каркасний, 2003, вчора о 15:07, Створено вчора о 15:07",54 м²,$ 383
flatfy,https://flatfy.ua/redirect/4684074460,226,USD,226.00,0,33,6.85,Харківський,"1 кімната, 33 / - / 9 м², поверх 8 з 9, з ремонтом, панельні, 1988, вчора о 13:23, Створено вчора о 13:29",33 м²,$ 226
flatfy,https://flatfy.ua/redirect/4684199582,293,USD,293.00,1,52,5.63,Лісовий,"2 кімнати, 52 / - / 7 м², поверх 5 з 12, з ремонтом, панельні, 1968, вчора о 14:03, Створено вчора о 14:03",52 м²,$ 293
flatfy,https://flatfy.ua/redirect/4684045313,203,USD,203.00,1,48,4.23,Дніпровський,"2 кімнати, 48 / - / 8 м², поверх 4 з 5, з ремонтом, цегляний будинок, вчора о 13:07, Створено вчора о 13:07",48 м²,$ 203
flatfy,https://flatfy.ua/redirect/4632609778,192,USD,192.00,0,32,6.00,Воскресенка,"1 кімната, 32 / - / 5 м², поверх 5 з 9, з ремонтом, цегляний будинок, 1973, 18 травня, Створено вчора о 18:36",32 м²,$ 192
flatfy,https://flatfy.ua/redirect/4684533044,259,USD,259.00,1,46,5.63,Академмістечко,"2 кімнати, 46 / - / 7 м², поверх 3 з 9, з ремонтом, панельні, вчора о 15:56, Створено вчора о 15:56",46 м²,$ 259
flatfy,https://flatfy.ua/redirect/4208253678,271,USD,271.00,1,56.5,4.80,Троєщина,"2 кімнати, 56.5 / - / 8 м², поверх 8 з 16, з ремонтом, панельні, 1986, вчора о 13:23, Створено вчора о 13:21",56.5 м²,$ 271
flatfy,https://flatfy.ua/redirect/4663632145,586,USD,586.00,2,90,6.51,Печерськ,"3 кімнати, 90 / - / 10 м², поверх 16 з 16, з ремонтом, цегляний будинок, 1982, 25 травня, Створено вчора о 15:00",90 м²,$ 586
flatfy,https://flatfy.ua/redirect/4683960737,349,USD,349.00,0,42,8.31,Солом'янка,"1 кімната, 42 / - / 8 м², поверх 14 з 15, з ремонтом, панельні, 1978, вчора о 12:40, Створено вчора о 12:40",42 м²,$ 349
flatfy,https://flatfy.ua/redirect/4683415193,158,USD,158.00,0,40,3.95,Нивки,"1 кімната, 40 / - / 9 м², поверх 12 з 16, з ремонтом, утеплена панель, 1989, вчора о 09:48, Створено вчора о 09:13",40 м²,$ 158
flatfy,https://flatfy.ua/redirect/4684492642,406,USD,406.00,0,48.3,8.41,Біличі,"1 кімната, 48.3 / - / 15.2 м², поверх 6 з 9, з ремонтом, монолітно-каркасний, 2014, вчора о 15:39, Створено вчора о 15:39",48.3 м²,$ 406
flatfy,https://flatfy.ua/redirect/3853007608,338,USD,338.00,0,40,8.45,Святошино,"1 кімната, 40 / - / 9 м², поверх 5 з 9, з ремонтом, цегляний будинок, 1988, сьогодні о 10:44, Створено вчора о 20:31",40 м²,$ 338
flatfy,https://flatfy.ua/redirect/4684492639,271,USD,271.00,0,33,8.21,Відрадний,"1 кімната, 33 / - / 7 м², поверх 4 з 5, з ремонтом, цегляний будинок, 1965, вчора о 15:39, Створено вчора о 15:04",33 м²,$ 271
flatfy,https://flatfy.ua/redirect/4608130360,541,USD,541.00,0,43,12.58,Виноградар,"1 кімната, 43 / 14.8 / 17.9 м², поверх 15 з 25, з ремонтом, блочні, 2024, 12 травня, Створено 12 травня",43 м²,$ 541
flatfy,https://flatfy.ua/redirect/4647362360,743,USD,743.00,1,45,16.51,Сирець,"2 кімнати, 45 / 16 / 22 м², поверх 11 з 25, з ремонтом, монолітно-каркасний, 2021, 29 травня, Створено 29 травня",45 м²,$ 743
flatfy,https://flatfy.ua/redirect/3988374125,203,USD,203.00,0,30,6.77,,"1 кімната, 30 / - / 5 м², поверх 5 з 7, з ремонтом, цегляний будинок, 1961, 29 травня, Створено 29 травня",30 м²,$ 203
flatfy,https://flatfy.ua/redirect/4679580232,383,USD,383.00,1,45.6,8.40,Лісовий,"2 кімнати, 45.6 / 26.5 / 8 м², поверх 10 з 16, з ремонтом, утеплена панель, 1971, 29 травня, Створено 29 травня",45.6 м²,$ 383
flatfy,https://flatfy.ua/redirect/3699561068,765,USD,765.00,0,44,17.39,Солом’янський,"1 кімната, 44 / 17 / 16 м², поверх 10 з 25, з ремонтом, цегляний будинок, 2021, 29 травня, Створено 29 травня",44 м²,$ 765
flatfy,https://flatfy.ua/redirect/4628888952,406,USD,406.00,1,53,7.66,Сирець,"2 кімнати, 53 м², поверх 3 з 16, з ремонтом, монолітно-каркасний, 2019, 29 травня, Створено 29 травня",53 м²,$ 406
flatfy,https://flatfy.ua/redirect/4680231439,496,USD,496.00,2,75,6.61,Солом’янський,"3 кімнати, 75 м², поверх 2 з 5, з ремонтом, цегляний будинок, 1959, 29 травня, Створено 29 травня",75 м²,$ 496
flatfy,https://flatfy.ua/redirect/4305753046,316,USD,316.00,0,28.8,10.97,Воскресенка,"1 кімната, 28.8 м², поверх 4 з 5, з ремонтом, панельні, 29 травня, Створено 29 травня",28.8 м²,$ 316
flatfy,https://flatfy.ua/redirect/4670819233,3300,USD,3300.00,3,160,20.63,Шевченківський,"4 кімнати, 160 м², поверх 8 з 10, з ремонтом, монолітно-каркасний, 2014, 29 травня, Створено 29 травня",160 м²,$ 3 300
flatfy,https://flatfy.ua/redirect/4649688069,563,USD,563.00,2,88,6.40,Осокорки,"3 кімнати, 88 / 62 / 10 м², поверх 4 з 10, з ремонтом, утеплена панель, 1996, 29 травня, Створено 29 травня",88 м²,$ 563
flatfy,https://flatfy.ua/redirect/4679401397,901,USD,901.00,0,36.4,24.75,,"1 кімната, 36.4 / 18.9 / - м², поверх 16 з 19, з ремонтом, монолітно-каркасний, 2017, 29 травня, Створено 29 травня",36.4 м²,$ 901
flatfy,https://flatfy.ua/redirect/4375397852,406,USD,406.00,0,31.3,12.97,Харківський,"1 кімната, 31.3 / 12 / 12 м², поверх 14 з 28, з ремонтом, блочні, 2021, 29 травня, Створено 29 травня",31.3 м²,$ 406
flatfy,https://flatfy.ua/redirect/4374956253,541,USD,541.00,1,49,11.04,Нижній Печерськ,"2 кімнати, 49 / 42 / 7 м², поверх 2 з 9, з ремонтом, цегляний будинок, 1971, 29 травня, Створено 29 травня",49 м²,$ 541
flatfy,https://flatfy.ua/redirect/4470913790,766,USD,766.00,0,46,16.65,Виноградар,"1 кімната, 46 / 20 / - м², поверх 10 з 26, з ремонтом, монолітно-каркасний, 2022, 29 травня, Створено 29 травня",46 м²,$ 766
flatfy,https://flatfy.ua/redirect/4679539451,900,USD,900.00,0,53,16.98,Шулявка,"1 кімната, 53 / 20 / 15 м², поверх 12 з 36, з ремонтом, монолітно-каркасний, 2021, сьогодні о 13:46, Створено 29 травня",53 м²,$ 900
flatfy,https://flatfy.ua/redirect/4680918164,226,USD,226.00,1,54,4.19,Троєщина,"2 кімнати, 54 / 34 / 9 м², поверх 6 з 9, з ремонтом, утеплена панель, 1985, сьогодні о 09:01, Створено 29 травня",54 м²,$ 226
flatfy,https://flatfy.ua/redirect/4678830968,500,USD,500.00,2,73,6.85,Виноградар,"3 кімнати, 73 / 42.5 / 7.5 м², поверх 11 з 12, з ремонтом, утеплена панель, 1979, сьогодні о 09:01, Створено 29 травня",73 м²,$ 500
flatfy,https://flatfy.ua/redirect/4679519294,833,USD,833.00,1,82,10.16,Історичний центр,"2 кімнати, 82 / 35 / 13 м², поверх 4 з 5, з ремонтом, цегляний будинок, 1903, сьогодні о 09:28, Створено 29 травня",82 м²,$ 833
flatfy,https://flatfy.ua/redirect/4680591103,950,USD,950.00,0,52.6,18.06,Шулявка,"1 кімната, 52.6 / 15 / 25 м², поверх 13 з 36, з ремонтом, монолітно-каркасний, 2021, сьогодні о 09:28, Створено 29 травня",52.6 м²,$ 950
flatfy,https://flatfy.ua/redirect/4681599407,496,USD,496.00,0,45,11.02,Позняки,"1 кімната, 45 / 20 / 13 м², поверх 20 з 22, з ремонтом, монолітно-каркасний, 2019, сьогодні о 09:01, Створено 29 травня",45 м²,$ 496
flatfy,https://flatfy.ua/redirect/4680777511,226,USD,226.00,0,31,7.29,Соцмісто,"1 кімната, 31 / 17 / 6 м², поверх 2 з 5, з ремонтом, цегляний будинок, 1963, сьогодні о 09:01, Створено 29 травня",31 м²,$ 226
flatfy,https://flatfy.ua/redirect/4679986553,372,USD,372.00,0,50,7.44,Шулявка,"1 кімната, 50 / 30 / 15 м², поверх 18 з 24, з ремонтом, монолітно-каркасний, 2016, сьогодні о 09:01, Створено 29 травня",50 м²,$ 372
flatfy,https://flatfy.ua/redirect/4679498781,950,USD,950.00,2,67,14.18,Ґалаґани,"3 кімнати, 67 / 40 / 12 м², поверх 6 з 9, з ремонтом, сьогодні о 09:01, Створено 29 травня",67 м²,$ 950
flatfy,https://flatfy.ua/redirect/4679583338,518,USD,518.00,0,50,10.36,Оболонь,"1 кімната, 50 / 20 / 20 м², поверх 9 з 16, з ремонтом, монолітно-каркасний, 2000, сьогодні о 09:01, Створено 29 травня",50 м²,$ 518
flatfy,https://flatfy.ua/redirect/4679163583,563,USD,563.00,3,81,6.95,Солом'янка,"4 кімнати, 81 / 52 / 9 м², поверх 6 з 9, з ремонтом, цегляний будинок, 1977, сьогодні о 09:01, Створено 29 травня",81 м²,$ 563
flatfy,https://flatfy.ua/redirect/4679581988,1100,USD,1100.00,2,67,16.42,Верхня Теличка,"3 кімнати, 67 / 53 / 14 м², поверх 19 з 26, з ремонтом, монолітно-каркасний, 2020, сьогодні о 09:01, Створено 29 травня",67 м²,$ 1 100
flatfy,https://flatfy.ua/redirect/4679804129,4000,USD,4000.00,1,107,37.38,Нова забудова,"2 кімнати, 107 / 65 / 20 м², поверх 22 з 24, з ремонтом, блочні, 2020, сьогодні о 09:01, Створено 29 травня",107 м²,$ 4 000
flatfy,https://flatfy.ua/redirect/4679849959,304,USD,304.00,0,45,6.76,Осокорки,"1 кімната, 45 / 23 / 12 м², поверх 12 з 16, з ремонтом, монолітно-каркасний, 2000, сьогодні о 11:56, Створено 29 травня",45 м²,$ 304
flatfy,https://flatfy.ua/redirect/4679748275,394,USD,394.00,0,51,7.73,Куренівка,"1 кімната, 51 / 15 / 15 м², поверх 3 з 25, з ремонтом, панельні, 2020, сьогодні о 09:01, Створено 29 травня",51 м²,$ 394
flatfy,https://flatfy.ua/redirect/4679793081,4500,USD,4500.00,2,127,35.43,Нова забудова,"3 кімнати, 127 / 90 / 23 м², поверх 23 з 24, з ремонтом, блочні, 2020, сьогодні о 09:01, Створено 29 травня",127 м²,$ 4 500
flatfy,https://flatfy.ua/redirect/4636820344,518,USD,518.00,1,50,10.36,Микільська Слобідка,"2 кімнати, 50 / 25 / 15 м², поверх 23 з 25, з ремонтом, цегляний будинок, 2021, сьогодні о 09:00, Створено 29 травня",50 м²,$ 518
flatfy,https://flatfy.ua/redirect/4680402210,1500,USD,1500.00,2,80,18.75,Нивки,"3 кімнати, 80 / 60 / 20 м², поверх 4 з 16, з ремонтом, блочні, 2021, сьогодні о 17:55, Створено 29 травня",80 м²,$ 1 500
flatfy,https://flatfy.ua/redirect/4682117243,750,USD,750.00,2,65,11.54,Черепанова гора,"3 кімнати, 65 / 40 / 8 м², поверх 3 з 15, з ремонтом, монолітно-каркасний, 2005, вчора о 02:44, Створено вчора о 02:44",65 м²,$ 750
flatfy,https://flatfy.ua/redirect/4679049335,451,USD,451.00,1,54,8.35,Оболонь,"2 кімнати, 54 / 23 / 9 м², поверх 5 з 12, з ремонтом, утеплена панель, 1976, 29 травня, Створено 29 травня",54 м²,$ 451
flatfy,https://flatfy.ua/redirect/4682093544,1100,USD,1100.00,2,75,14.67,Нова забудова,"3 кімнати, 75 / 45 / 8 м², поверх 4 з 5, з ремонтом, цегляний будинок, 1917, вчора о 02:37, Створено вчора о 02:37",75 м²,$ 1 100
flatfy,https://flatfy.ua/redirect/4678774697,1000,USD,1000.00,1,70,14.29,Липки,"2 кімнати, 70 / 60 / 10 м², поверх 4 з 4, з ремонтом, цегляний будинок, 1897, сьогодні о 09:50, Створено 29 травня",70 м²,$ 1 000
flatfy,https://flatfy.ua/redirect/4458662190,383,USD,383.00,2,73,5.25,Троєщина,"3 кімнати, 73 / 55 / 12 м², поверх 10 з 16, з ремонтом, утеплена панель, 1989, сьогодні о 10:08, Створено 29 травня",73 м²,$ 383
flatfy,https://flatfy.ua/redirect/4679267882,327,USD,327.00,0,33,9.91,Лук'янівка,"1 кімната, 33 / 18 / 6 м², поверх 5 з 9, з ремонтом, панельні, 1969, сьогодні о 09:01, Створено 29 травня",33 м²,$ 327
flatfy,https://flatfy.ua/redirect/4548010369,406,USD,406.00,0,45,9.02,Олександрівська Слобідка,"1 кімната, 45 / 18 / 13 м², поверх 8 з 16, з ремонтом, монолітно-каркасний, 2008, сьогодні о 09:01, Створено 29 травня",45 м²,$ 406
